Sender,Receiver,Amount
1108,1245,84278
1108,1245,90618
1108,1245,127429
1108,1245,120932
1108,1245,59569
1108,1245,117674
1108,1245,130221
1108,1245,212808
1450,1245,118618
1450,1245,121269
1450,1245,120531
1450,1245,62627
1450,1245,126624
1450,1245,119127
1450,1245,128754
1450,1245,100755
1450,1245,119485
1450,1245,109879
1450,1245,162873
1450,1245,70125
1450,1245,130817
1450,1245,87232
1450,1245,69112
1450,1245,122249
1037,1245,41348
1037,1245,1968
1450,1245,211086
1450,1245,133876
1450,1245,124216
1108,1245,115233
1108,1245,124553
1108,1245,122862
1108,1245,115299
1108,1245,115024
1108,1245,114740
1108,1245,116523
1108,1245,124260
1108,1245,125044
1108,1245,129870
1108,1245,128124
1108,1245,130522
1108,1245,82746
1108,1245,88397
1108,1245,125337
1108,1245,61092
1108,1245,117943
1108,1245,71633
1108,1245,123637
1108,1245,118849
1108,1245,87780
1108,1245,112733
1108,1245,204558
1108,1245,85078
1108,1245,192087
1108,1245,82462
1108,1245,86091
1108,1245,116943
1108,1245,205293
1108,1245,90958
1108,1245,84699
1108,1245,89722
1108,1245,132717
1108,1245,102659
1108,1245,113831
1108,1245,116289
1108,1245,83667
1108,1245,85459
1108,1245,120591
1108,1245,82026
1108,1245,81376
1108,1245,79416
1108,1245,206926
1108,1245,82701
1108,1245,88112
1108,1245,85877
1108,1245,77129
1108,1245,83028
1108,1245,82546
1108,1245,87631
1108,1245,81319
1108,1245,56623
1108,1245,123556
1108,1245,126567
1108,1245,82858
1108,1245,85915
1108,1245,115422
1108,1245,81063
1108,1245,85356
1108,1245,127469
1108,1245,115585
1108,1245,79175
1108,1245,80098
1108,1245,78811
1108,1245,124133
1108,1245,117038
1108,1245,123556
1108,1245,90038
1108,1245,118834
1450,1245,51764
1450,1245,126338
1450,1245,132132
1450,1245,121214
1450,1245,117558
1450,1245,83325
1450,1245,130775
1450,1245,116595
1450,1245,123266
1450,1245,125556
1450,1245,122205
1450,1245,69913
1450,1245,166353
1450,1245,145949
1450,1245,125267
1450,1245,114395
1450,1245,42042
1450,1245,41818
1450,1245,41877
1450,1245,122296
1450,1245,126090
1450,1245,85791
1450,1245,118124
1450,1245,143934
1450,1245,121288
1450,1245,54381
1450,1245,85272
1037,1245,30208
1553,1245,2327
1108,1245,115414
1108,1245,133249
1108,1245,79348
1108,1245,120661
1108,1245,80981
1108,1245,85537
1108,1245,117450
1108,1245,118377
1108,1245,90377
1108,1245,84516
1108,1245,126402
1108,1245,121295
1108,1245,195417
1108,1245,206518
1108,1245,114702
1108,1245,124499
1108,1245,87222
1108,1245,85400
1108,1245,122505
1108,1245,128251
1108,1245,84818
1108,1245,122300
1108,1245,121684
1108,1245,67274
1108,1245,120386
1108,1245,118814
1108,1245,117443
1108,1245,113642
1108,1245,128038
1108,1245,122904
1108,1245,118651
1108,1245,130147
1108,1245,127996
1108,1245,120554
1108,1245,81258
1108,1245,101321
1108,1245,83626
1108,1245,62470
1108,1245,117440
1108,1245,120132
1108,1245,124578
1290,1245,22133
1108,1245,120932
1108,1245,115700
1108,1245,115565
1108,1245,80994
1108,1245,78675
1108,1245,81707
1108,1245,117351
1108,1245,120651
1108,1245,80587
1108,1245,127825
1108,1245,116673
1108,1245,90053
1450,1245,122707
1450,1245,117174
1450,1245,123719
1450,1245,125971
1450,1245,127039
1450,1245,128252
1450,1245,33738
1450,1245,115555
1450,1245,123926
1450,1245,128517
1450,1245,118851
1450,1245,127652
1108,1245,84915
1108,1245,116776
1108,1245,208336
1108,1245,127175
1108,1245,226442
1108,1245,94119
1108,1245,118562
1108,1245,124218
1108,1245,81263
1108,1245,215231
1108,1245,198303
1108,1245,81660
1108,1245,206395
1108,1245,114058
1108,1245,127485
1108,1245,122739
1108,1245,86572
1108,1245,86243
1108,1245,118338
1108,1245,84376
1108,1245,125541
1108,1245,114437
1108,1245,82947
1108,1245,127154
1108,1245,208784
1108,1245,84610
1108,1245,69813
1108,1245,85120
1108,1245,121576
1108,1245,123167
1108,1245,115071
1108,1245,197796
1108,1245,67451
1108,1245,85292
1108,1245,81423
1108,1245,118413
1108,1245,82425
1108,1245,90757
1108,1245,121174
1108,1245,114499
1108,1245,217822
1108,1245,48012
1108,1245,90814
1108,1245,84525
1108,1245,114816
1108,1245,87006
1108,1245,87243
1108,1245,61139
1108,1245,87905
1108,1245,61018
1108,1245,121053
1108,1245,81463
1108,1245,208915
1108,1245,85856
1108,1245,115943
1108,1245,124872
1108,1245,117518
1450,1245,50989
1450,1245,106383
1450,1245,120888
1450,1245,66698
1450,1245,104506
1450,1245,127959
1450,1245,123596
1450,1245,42104
1450,1245,114400
1450,1245,84439
1450,1245,87185
1450,1245,113889
1450,1245,94323
1450,1245,80228
1450,1245,128654
1450,1245,120137
1450,1245,66280
1450,1245,127917
1450,1245,67087
1450,1245,114160
1450,1245,119243
1450,1245,41297
1450,1245,115714
1450,1245,74502
1201,1245,2336
1450,1245,120097
1450,1245,41587
1450,1245,206151
1450,1245,123305
1450,1245,121053
1450,1245,83501
1450,1245,127558
1450,1245,84308
1450,1245,76551
1450,1245,123270
1450,1245,120086
1450,1245,123719
1450,1245,121013
1450,1245,126171
1450,1245,122245
1450,1245,70883
1450,1245,129742
1450,1245,65861
1450,1245,72422
1450,1245,135613
1450,1245,124795
1450,1245,171899
1450,1245,105520
1450,1245,121518
1179,1026,6592
1179,1026,4042
1147,1026,25278
1138,1026,28853
1138,1026,39996
1138,1026,47912
1138,1026,41715
1138,1026,35765
1623,1026,28665
1623,1026,23715
1623,1026,20134
1623,1026,28270
1623,1026,19404
1623,1026,19569
1135,1026,16428
1037,1026,9294
1134,1026,9390
1037,1026,9760
1037,1026,8721
1037,1026,48426
1135,1026,7005
1774,1026,36159
1072,1026,46880
1138,1026,38667
1138,1026,29997
1138,1026,29780
1147,1026,25172
1147,1026,25368
1049,1026,5038
1147,1026,23395
1138,1026,52961
1138,1026,33934
1855,1026,71472
1774,1026,25566
1774,1026,37806
1774,1026,38618
1774,1026,63084
1138,1026,34185
1138,1026,25895
1037,1026,9144
1037,1026,54015
1179,1026,2295
1179,1026,2409
1623,1026,24997
1623,1026,26912
1623,1026,25351
1623,1026,27518
1623,1026,21006
1623,1026,29908
1623,1026,19376
1138,1026,55637
1138,1026,14713
1138,1026,45810
1138,1026,57998
1138,1026,35804
1072,1026,49843
1138,1026,60262
1138,1026,42795
1138,1026,55935
1138,1026,50858
1037,1026,34558
1037,1026,47306
1623,1026,32523
1623,1026,29761
1623,1026,23231
1623,1026,20048
1623,1026,15322
1072,1026,52883
1181,1026,6599
1433,1026,2034
1433,1026,2775
1138,1026,56148
1138,1026,38819
1138,1026,31603
1774,1026,40477
1774,1026,42606
1774,1026,26118
1774,1026,40327
1049,1026,2642
1049,1026,1921
1179,1026,1531
1179,1026,5136
1179,1026,5151
1138,1026,38467
1179,1026,4089
1179,1026,5338
1179,1026,3362
1138,1026,35746
1138,1026,53476
1037,1026,50022
1037,1026,48835
1138,1026,32386
1138,1026,32505
1623,1026,34592
1623,1026,27800
1623,1026,25179
1623,1026,14722
1179,1026,1858
1179,1026,1777
1138,1026,54352
1138,1026,9481
1138,1026,37170
1138,1026,52901
1138,1026,38613
1138,1026,54485
1138,1026,42154
1138,1026,26668
1138,1026,58662
1774,1026,41144
1774,1026,37676
1774,1026,46502
1774,1026,41187
1037,1026,38816
1037,1026,47859
1037,1026,51236
1037,1026,7898
1623,1026,27627
1037,1026,40824
1179,1026,4153
1138,1026,26422
1138,1026,53979
1179,1026,1688
1179,1026,3851
1623,1026,26438
1623,1026,21905
1774,1026,68392
1774,1026,48636
1037,1026,8632
1037,1026,57399
1037,1026,9653
1037,1026,43380
1037,1026,44480
1138,1026,28158
1138,1026,36941
1138,1026,47831
1138,1026,27595
1105,1026,3723
1774,1026,40610
1774,1026,46281
1774,1026,39561
1623,1026,18455
1623,1026,29073
1138,1026,53267
1138,1026,35680
1138,1026,31591
1105,1026,4312
1147,1026,25373
1037,1026,51926
1037,1026,6285
1147,1026,25847
1051,1035,125287
1051,1035,139417
1051,1035,178490
1051,1035,181112
1051,1035,149057
1051,1035,180979
1051,1035,136912
1051,1035,173833
1051,1035,38397
1051,1035,175646
1051,1035,156328
1051,1035,157539
1051,1035,174955
1051,1035,61853
1051,1035,208532
1051,1035,164985
1051,1035,165905
1051,1035,67454
1051,1035,148715
1051,1035,39073
1051,1035,163044
1051,1035,133084
1051,1035,54190
1051,1035,199084
1051,1035,188328
1051,1035,160296
1051,1035,127806
1051,1035,151756
1051,1035,45658
1051,1035,156630
1051,1035,141969
1051,1035,133206
1051,1035,77423
1051,1035,140231
1051,1035,153914
1051,1035,155694
1051,1035,191111
1073,1035,119420
1051,1035,163979
1051,1035,126967
1051,1035,170578
1051,1035,128976
1051,1035,180393
1051,1035,112057
1051,1035,134324
1051,1035,167862
1051,1035,155907
1051,1035,147167
1051,1035,199971
1051,1035,202809
1051,1035,68846
1051,1035,82017
1051,1035,211488
1051,1035,134368
1051,1035,170755
1051,1035,178660
1051,1035,134858
1051,1035,50138
1051,1035,117877
1051,1035,158687
1051,1035,192528
1051,1035,139053
1051,1035,142566
1051,1035,195854
1051,1035,184603
1051,1035,144969
1051,1035,103861
1051,1035,137791
1051,1035,152681
1051,1035,159520
1051,1035,142993
1051,1035,187449
1051,1035,148620
1051,1035,75511
1073,1035,115757
1073,1035,151633
1009,1035,155579
1389,1035,114024
1073,1035,113688
1073,1035,155442
1073,1035,161455
1073,1035,128450
1073,1035,43596
1073,1035,119279
1051,1035,176635
1051,1035,175301
1051,1035,151656
1051,1035,116799
1051,1035,148572
1051,1035,23151
1051,1035,149678
1051,1035,118305
1051,1035,177920
1051,1035,133086
1051,1035,194331
1051,1035,174609
1051,1035,139481
1051,1035,133960
1051,1035,165272
1051,1035,148278
1051,1035,158923
1051,1035,153022
1051,1035,152514
1051,1035,69388
1051,1035,163306
1051,1035,131844
1051,1035,126680
1891,1035,30349
1471,1035,104387
1471,1035,147443
1471,1035,93047
1073,1035,117580
1051,1035,134466
1051,1035,60223
1051,1035,132629
1051,1035,171016
1051,1035,193035
1051,1035,198792
1051,1035,152703
1051,1035,188035
1051,1035,128552
1051,1035,58296
1051,1035,147879
1051,1035,159112
1051,1035,154576
1051,1035,139160
1051,1035,138718
1051,1035,172056
1598,1035,17959
1051,1035,154478
1051,1035,154493
1051,1035,155126
1051,1035,114870
1051,1035,170688
1051,1035,193902
1051,1035,148004
1051,1035,64279
1073,1035,134953
1073,1035,115619
1051,1035,127743
1051,1035,156174
1051,1035,55552
1051,1035,175301
1051,1035,178018
1051,1035,87675
1051,1035,143930
1051,1035,23595
1051,1035,185100
1051,1035,130515
1051,1035,153941
1051,1035,166126
1051,1035,158492
1051,1035,56010
1051,1035,182270
1051,1035,134713
1051,1035,165029
1051,1035,135054
1051,1035,196792
1051,1035,133394
1051,1035,138583
1051,1035,149186
1051,1035,150881
1051,1035,158808
1051,1035,142616
1051,1035,144089
1051,1035,185596
1051,1035,121438
1051,1035,133350
1051,1035,132842
1051,1035,174873
1051,1035,143771
1389,1035,130551
1126,1035,19758
1126,1035,150808
1126,1035,51370
1073,1035,167812
1073,1035,92858
1389,1035,106586
1389,1035,107723
1389,1035,127981
1051,1035,166937
1051,1035,135133
1051,1035,140268
1051,1035,80835
1051,1035,173291
1051,1035,136991
1051,1035,15649
1051,1035,156745
1051,1035,148483
1051,1035,55483
1051,1035,192184
1051,1035,171119
1051,1035,175842
1051,1035,158123
1051,1035,58652
1051,1035,122348
1051,1035,39778
1051,1035,179846
1051,1035,181493
1051,1035,161856
1051,1035,189267
1051,1035,154913
1051,1035,176931
1103,1035,130056
1103,1035,127890
1126,1035,33800
1051,1035,168897
1051,1035,185182
1051,1035,152964
1051,1035,130990
1051,1035,141319
1051,1035,127945
1051,1035,140166
1051,1035,123918
1051,1035,143122
1051,1035,176825
1073,1035,134818
1073,1035,115358
1073,1035,135536
1780,1035,112377
1780,1035,62181
1051,1035,130201
1051,1035,144406
1051,1035,130027
1051,1035,137825
1051,1035,117598
1051,1035,138534
1051,1035,38631
1051,1035,108516
1051,1035,157958
1051,1035,186433
1051,1035,155983
1051,1035,44547
1051,1035,154231
1051,1035,111669
1051,1035,179248
1051,1035,175301
1051,1035,134567
1051,1035,129640
1051,1035,117889
1051,1035,185326
1051,1035,18294
1051,1035,146116
1051,1035,173454
1051,1035,175400
1051,1035,155649
1051,1035,154256
1051,1035,92955
1051,1035,159117
1339,1035,75424
1339,1035,74943
1562,1035,1819
1126,1035,125391
1389,1035,129450
1051,1035,195162
1051,1035,162500
1051,1035,141867
1051,1035,135896
1051,1035,41137
1051,1035,116242
1051,1035,95462
1051,1035,179845
1073,1035,140998
1051,1035,145209
1051,1035,113130
1051,1035,18956
1051,1035,124374
1051,1035,184628
1051,1035,156069
1051,1035,142599
1051,1035,143376
1051,1035,138036
1051,1035,196010
1051,1035,159932
1051,1035,156131
1051,1035,138930
1051,1035,156724
1051,1035,113660
1051,1035,136438
1051,1035,147765
1051,1035,176042
1073,1035,198071
1051,1035,165563
1073,1035,167006
1073,1035,165667
1103,1035,118231
1103,1035,118226
1051,1035,42716
1051,1035,143820
1051,1035,125193
1051,1035,142616
1051,1035,40622
1051,1035,154376
1051,1035,142553
1051,1035,212977
1051,1035,124211
1051,1035,67084
1051,1035,134648
1051,1035,36038
1051,1035,162959
1051,1035,146068
1051,1035,98383
1051,1035,113423
1051,1035,146034
1051,1035,131669
1051,1035,180854
1051,1035,150559
1051,1035,156575
1051,1035,166102
1051,1035,165057
1051,1035,130628
1051,1035,105388
1051,1035,197452
1051,1035,184381
1009,1035,154843
1073,1035,115849
1073,1035,152279
1073,1035,117910
1126,1035,127415
1140,1035,85987
1126,1035,114240
1051,1035,150567
1051,1035,176041
1051,1035,141634
1051,1035,156279
1051,1035,157051
1051,1035,130733
1051,1035,137010
1051,1035,139644
1051,1035,178659
1051,1035,191806
1051,1035,54962
1051,1035,55801
1051,1035,142528
1051,1035,152085
1051,1035,165744
1051,1035,149618
1051,1035,166196
1051,1035,202842
1051,1035,164290
1051,1035,135817
1891,1035,66995
1051,1035,88935
1051,1035,153293
1051,1035,152508
1051,1035,157477
1051,1035,76518
1051,1035,21621
1051,1035,197682
1051,1035,148722
1051,1035,149003
1676,1035,120086
1471,1035,104906
1073,1035,44592
1073,1035,118854
1389,1035,118115
1073,1035,115964
1103,1035,126888
1073,1035,119609
1103,1035,126883
1051,1035,130551
1051,1035,54639
1051,1035,146333
1051,1035,139684
1051,1035,151503
1051,1035,52799
1051,1035,136418
1051,1035,130957
1051,1035,159148
1051,1035,58059
1051,1035,194278
1051,1035,192673
1051,1035,183909
1051,1035,153607
1051,1035,156698
1051,1035,29593
1051,1035,203763
1051,1035,42259
1051,1035,165320
1051,1035,122090
1051,1035,165285
1051,1035,165714
1051,1035,164557
1051,1035,180599
1051,1035,156089
1051,1035,179846
1051,1035,157542
1051,1035,132848
1051,1035,143236
1051,1035,137582
1051,1035,144566
1051,1035,155933
1051,1035,78823
1051,1035,146976
1051,1035,150971
1051,1035,139622
1051,1035,157811
1051,1035,136566
1051,1035,164179
1051,1035,44648
1051,1035,152608
1051,1035,83740
1051,1035,128814
1051,1035,175597
1051,1035,160366
1389,1035,121143
1051,1035,159248
1051,1035,195953
1051,1035,190902
1051,1035,55642
1051,1035,169708
1051,1035,109468
1051,1035,150988
1051,1035,171867
1051,1035,136714
1051,1035,155780
1051,1035,141747
1051,1035,169215
1051,1035,186001
1051,1035,155968
1051,1035,161571
1051,1035,118006
1051,1035,26241
1051,1035,140814
1051,1035,136291
1051,1035,128466
1051,1035,130558
1051,1035,173868
1051,1035,143358
1051,1035,76069
1051,1035,101912
1073,1035,135491
1073,1035,113250
1126,1035,110906
1051,1035,153439
1051,1035,191641
1051,1035,153937
1051,1035,145792
1051,1035,161267
1051,1035,122003
1051,1035,21173
1051,1035,128801
1051,1035,156017
1051,1035,195656
1051,1035,144546
1051,1035,179444
1051,1035,110152
1051,1035,197802
1051,1035,115978
1051,1035,170758
1051,1035,141408
1051,1035,141703
1051,1035,98115
1051,1035,147062
1051,1035,200779
1051,1035,123352
1051,1035,148471
1051,1035,153957
1051,1035,185211
1073,1035,152549
1073,1035,44222
1051,1035,194502
1051,1035,97546
1051,1035,137423
1073,1035,119114
1073,1035,117485
1051,1035,58899
1051,1035,165283
1051,1035,151360
1051,1035,200267
1051,1035,173423
1051,1035,157712
1051,1035,168690
1051,1035,185252
1051,1035,146749
1051,1035,165054
1051,1035,191626
1051,1035,175795
1051,1035,117656
1051,1035,165961
1051,1035,153322
1073,1035,164739
1051,1035,153880
1051,1035,193976
1051,1035,73202
1051,1035,132725
1051,1035,83940
1051,1035,175696
1051,1035,169727
1051,1035,115047
1051,1035,163099
1051,1035,196150
1051,1035,135994
1051,1035,145523
1051,1035,141863
1051,1035,42743
1051,1035,199521
1051,1035,144837
1051,1035,176613
1389,1035,31198
1103,1035,178312
1471,1035,54433
1471,1035,40006
1339,1035,52074
1073,1035,135603
1073,1035,199558
1073,1035,162007
1073,1035,120010
1051,1035,128010
1051,1035,139594
1051,1035,135923
1051,1035,125553
1051,1035,156184
1051,1035,201498
1051,1035,163293
1051,1035,131512
1051,1035,135509
1051,1035,191852
1051,1035,141679
1051,1035,31700
1431,1035,1752
1051,1035,138097
1051,1035,198930
1051,1035,162141
1051,1035,161730
1051,1035,151669
1051,1035,159529
1051,1035,197435
1051,1035,70788
1051,1035,141011
1051,1035,186790
1051,1035,49368
1051,1035,140529
1051,1035,136714
1051,1035,64195
1051,1035,55273
1126,1035,151697
1103,1035,164802
1389,1035,122078
1073,1035,117344
1073,1035,155373
1073,1035,107830
1051,1035,136714
1051,1035,197837
1051,1035,128790
1051,1035,142858
1051,1035,154603
1051,1035,174822
1051,1035,147833
1051,1035,158408
1051,1035,134668
1051,1035,155763
1051,1035,201249
1051,1035,185583
1051,1035,44655
1051,1035,148370
1051,1035,135664
1051,1035,194983
1051,1035,142508
1051,1035,197239
1051,1035,148421
1051,1035,144359
1051,1035,131127
1051,1035,137875
1051,1035,165391
1051,1035,154877
1051,1035,78940
1051,1035,74290
1051,1035,189505
1051,1035,132060
1051,1035,21341
1051,1035,129749
1051,1035,154574
1051,1035,123907
1126,1035,77903
1126,1035,50479
1051,1035,37387
1051,1035,147020
1051,1035,144465
1051,1035,129640
1051,1035,148969
1051,1035,210071
1051,1035,173072
1051,1035,147297
1051,1035,61274
1051,1035,164417
1051,1035,146627
1051,1035,146137
1051,1035,147609
1051,1035,152608
1051,1035,125758
1051,1035,151428
1051,1035,41944
1073,1035,116171
1073,1035,118240
1891,1035,49184
1073,1035,116355
1073,1035,118335
1339,1035,80840
1562,1035,13132
1051,1035,119435
1051,1035,186604
1051,1035,157102
1051,1035,142824
1339,1035,50209
1389,1035,101318
1140,1035,115120
1471,1035,104246
1086,1042,238182
1086,1042,222053
1086,1042,214207
1086,1042,196461
1086,1042,227685
1086,1042,250209
1086,1042,241529
1086,1042,210106
1086,1042,221252
1086,1042,214514
1086,1042,224056
1086,1042,162444
1086,1042,223688
1086,1042,227137
1086,1042,225686
1086,1042,247210
1086,1042,215027
1086,1042,250454
1086,1042,213071
1086,1042,247238
1086,1042,191063
1086,1042,208061
1086,1042,248022
1086,1042,184711
1086,1042,211483
1086,1042,189726
1195,1042,220073
1165,1042,185990
1195,1042,189722
1195,1042,182711
1165,1042,243962
1165,1042,233515
1195,1042,231013
1165,1042,213696
1195,1042,164941
1165,1042,217434
1165,1042,151319
1165,1042,201712
1195,1042,158169
1195,1042,161339
1165,1042,148964
1195,1042,215956
1165,1042,225218
1195,1042,238542
1165,1042,228752
1165,1042,227472
1165,1042,234436
1165,1042,181176
1165,1042,224757
1195,1042,148612
1195,1042,164749
1165,1042,209803
1165,1042,213337
1165,1042,244218
1165,1042,204529
1165,1042,214003
1165,1042,223631
1165,1042,181842
1165,1042,203095
1165,1042,209906
1086,1042,211380
1086,1042,251267
1086,1042,213059
1086,1042,232171
1086,1042,217908
1086,1042,180020
1086,1042,244916
1086,1042,181879
1086,1042,237581
1205,1042,149650
1205,1042,147098
1205,1042,133474
1205,1042,154657
1086,1042,230797
1086,1042,214856
1086,1042,220924
1086,1042,257489
1086,1042,194502
1086,1042,231592
1086,1042,217419
1086,1042,233595
1086,1042,223756
1056,1075,55044
1748,1075,84305
1056,1075,114080
1056,1075,77615
1056,1075,44691
1056,1075,48375
1748,1075,47405
1056,1075,29626
1056,1075,120009
1056,1075,83333
1076,1075,95367
1076,1075,77568
1076,1075,79775
1076,1075,66042
1076,1075,177231
1327,1075,67141
1327,1075,72650
1327,1075,179230
1327,1075,22773
1327,1075,48585
1327,1075,48585
1327,1075,108084
1327,1075,45535
1327,1075,42567
1327,1075,57813
1350,1075,53777
1350,1075,27507
1350,1075,54032
1350,1075,29286
1503,1075,70681
1503,1075,43909
2088,1075,6644
1503,1075,93106
1503,1075,64623
2088,1075,16884
1503,1075,176829
1503,1075,133899
1503,1075,175906
1017,1075,20041
1017,1075,16419
1017,1075,57575
1017,1075,51715
1023,1075,23810
1017,1075,93722
1017,1075,62346
1017,1075,125290
1017,1075,72726
1017,1075,124594
1017,1075,146221
1017,1075,11663
1017,1075,125401
1017,1075,125643
1017,1075,92378
1039,1075,150522
2088,1075,5364
1503,1075,10464
1503,1075,156351
1503,1075,176703
1503,1075,136876
1503,1075,3631
1503,1075,59123
1503,1075,70073
1503,1075,137951
1503,1075,49602
1327,1075,116541
1327,1075,71177
1327,1075,73784
1327,1075,88131
1327,1075,122210
1327,1075,59471
1327,1075,101310
1327,1075,78351
1327,1075,106766
1327,1075,80310
1327,1075,79328
1327,1075,111172
1327,1075,46694
1327,1075,76026
1327,1075,106725
1327,1075,115469
1056,1075,56691
1612,1075,137174
1056,1075,46089
1056,1075,57379
1056,1075,99011
1056,1075,98978
1748,1075,82154
1056,1075,67712
1056,1075,89058
1056,1075,86403
1056,1075,47474
1056,1075,44508
1056,1075,87226
1612,1075,127449
1056,1075,111172
1056,1075,43608
1056,1075,67233
1056,1075,77791
1056,1075,26731
1056,1075,54735
1272,1075,2171
1350,1075,45443
1350,1075,58749
1350,1075,168532
1149,1075,60529
1350,1075,117628
1350,1075,71297
1350,1075,117580
1503,1075,4233
1503,1075,26096
1503,1075,135222
1503,1075,126321
1503,1075,4663
1503,1075,32173
1824,1075,113159
1503,1075,17677
1503,1075,87933
1503,1075,14107
1503,1075,75452
1503,1075,10061
1503,1075,20031
1503,1075,101991
1503,1075,81781
1017,1075,118131
1017,1075,186221
1017,1075,181603
1017,1075,89307
1017,1075,130612
1017,1075,275417
1017,1075,133730
1017,1075,141579
1017,1075,129118
1017,1075,15853
1017,1075,116600
1017,1075,139255
1017,1075,159899
1017,1075,11226
1017,1075,152315
1017,1075,140803
1017,1075,130309
1017,1075,153169
1327,1075,130864
1327,1075,93754
1327,1075,69418
1327,1075,93563
1327,1075,79236
1327,1075,31401
1327,1075,96434
1327,1075,48245
1327,1075,73596
1327,1075,44927
1327,1075,105203
1327,1075,49400
1327,1075,44257
1327,1075,64486
1327,1075,91722
1327,1075,133981
1327,1075,42567
1327,1075,79236
1327,1075,42567
1327,1075,103981
1327,1075,84416
1327,1075,43275
1562,1075,16005
1503,1075,87206
1503,1075,183994
2088,1075,53161
1503,1075,118220
1503,1075,53424
1503,1075,12389
1056,1075,47010
1056,1075,65980
1056,1075,77379
1056,1075,47936
1056,1075,61413
1056,1075,33223
1056,1075,88886
1056,1075,45989
1056,1075,65942
1612,1075,18729
1056,1075,46241
1748,1075,48585
1748,1075,101664
1350,1075,16201
1350,1075,125056
1350,1075,141693
1149,1075,37689
1350,1075,124100
1350,1075,116031
1350,1075,94473
1350,1075,26884
1503,1075,95274
1503,1075,94962
1503,1075,51679
1503,1075,84343
1503,1075,31458
1503,1075,232850
2088,1075,16884
1503,1075,7524
1076,1075,78444
1076,1075,75580
1076,1075,96870
1076,1075,39329
1076,1075,95790
1076,1075,30670
1327,1075,77230
1327,1075,85954
1327,1075,45517
1327,1075,96670
1327,1075,45045
1327,1075,93051
1327,1075,42567
1327,1075,156239
1327,1075,120333
1327,1075,51365
1327,1075,69590
1327,1075,43649
1327,1075,48601
1327,1075,73017
1327,1075,90930
1327,1075,112118
1327,1075,88079
1327,1075,64250
1327,1075,104335
1327,1075,137561
1327,1075,87738
1327,1075,91694
1562,1075,14943
2085,1075,117625
2085,1075,79160
1017,1075,14589
1327,1075,132341
1327,1075,72934
1327,1075,101407
1327,1075,64649
1327,1075,56724
1327,1075,105616
1327,1075,130991
1327,1075,67555
1327,1075,55936
1327,1075,107589
1327,1075,125606
1327,1075,85098
1017,1075,146249
1017,1075,137885
1017,1075,147267
1023,1075,46951
1017,1075,14170
1017,1075,120587
1017,1075,129503
1017,1075,185900
1023,1075,117975
1017,1075,129231
1017,1075,145350
1023,1075,74322
1017,1075,11014
1017,1075,130570
1017,1075,167413
1017,1075,140977
1824,1075,123191
1503,1075,153117
1503,1075,42466
1503,1075,44237
1350,1075,178003
1350,1075,117576
1350,1075,149129
1350,1075,8497
1350,1075,155299
1748,1075,128998
1056,1075,70500
1056,1075,24248
1056,1075,71162
1056,1075,45924
1056,1075,90426
1056,1075,45515
1056,1075,21677
1056,1075,88673
1056,1075,89032
1056,1075,38639
1056,1075,49448
1056,1075,86808
1056,1075,91005
1056,1075,84633
1056,1075,48728
1056,1075,33117
1824,1075,117760
2088,1075,4852
1503,1075,180232
1503,1075,45906
1503,1075,109517
1503,1075,86912
1503,1075,88689
1503,1075,109374
1503,1075,97759
1503,1075,180609
1327,1075,42685
1327,1075,43157
1327,1075,47877
1327,1075,109489
1327,1075,144496
1327,1075,46107
1327,1075,77088
1327,1075,46107
1327,1075,82942
1327,1075,61307
1327,1075,104987
1327,1075,43670
1327,1075,77373
1327,1075,73568
1327,1075,47877
1327,1075,80239
1327,1075,92688
1056,1075,45057
1056,1075,78674
1056,1075,81630
1748,1075,71743
1056,1075,46476
1056,1075,92886
1056,1075,51186
1056,1075,77605
1056,1075,79928
1056,1075,56582
1748,1075,99644
1612,1075,4025
1056,1075,80775
1056,1075,49830
1056,1075,93112
1056,1075,37930
1056,1075,63569
1056,1075,20683
1056,1075,68283
1056,1075,64128
1076,1075,75574
1076,1075,250660
1076,1075,172555
1076,1075,29522
1076,1075,78272
1327,1075,47620
1327,1075,49540
1327,1075,73652
1327,1075,43017
1327,1075,74687
1327,1075,107700
1327,1075,91454
1327,1075,114653
1327,1075,79503
1327,1075,50853
1327,1075,47045
1327,1075,70027
1327,1075,110128
1327,1075,19137
1327,1075,40939
1327,1075,63601
1327,1075,46697
1138,1075,42138
1503,1075,128621
1503,1075,51821
1503,1075,82509
1503,1075,84305
1503,1075,16119
1503,1075,104816
1503,1075,101033
1503,1075,81730
2088,1075,5108
1503,1075,157698
1276,1075,125946
1748,1075,47877
1056,1075,137149
1056,1075,57726
1748,1075,48389
1056,1075,77905
1056,1075,43179
1056,1075,55269
1748,1075,110394
1056,1075,63853
1056,1075,174301
1056,1075,48066
1056,1075,69231
1056,1075,82316
1748,1075,57693
1056,1075,77499
1056,1075,56254
1056,1075,47972
1056,1075,48114
1056,1075,26193
1056,1075,78284
1056,1075,69471
1056,1075,75313
1748,1075,38210
1056,1075,72457
1056,1075,81386
1503,1075,83709
1503,1075,77230
1503,1075,12805
1503,1075,133165
1503,1075,86585
1503,1075,84437
1503,1075,173422
1503,1075,14778
1503,1075,99943
1503,1075,175012
1503,1075,120627
2088,1075,5108
1503,1075,71409
1503,1075,83090
1503,1075,60808
1327,1075,43157
1327,1075,94195
1327,1075,45517
1327,1075,87236
1327,1075,77029
1327,1075,87664
1327,1075,64486
1327,1075,79495
1327,1075,98446
